10	preface.md	著者本意	著者的本意
12	preface.md	你的交道	你我的交谊
13	preface.md	全书的宗旨	这全书的宗旨
14	preface.md	反过来	反过来说
16	preface.md	睛	瞎
17	preface.md	顽梗化	顽梗不化
21	1.md	乃因圣灵的果效（约10:17）	乃因圣灵的果效（约14:17）
21	1.md	令我们悔罪过的时候	令我们悔罪改过的时候
23	1.md	归于	归诸于
23	1.md	可列于	可被列于
27	1.md	也等同于	也就等于
27	1.md	可是	可见
27	1.md	致力	致志
27	1.md	愿求	恳求
29	1.md	梦幻	幻梦
30	1.md	服待	服侍
32	1.md	所赐给我们的乃是何等超奇	所赐给我们的是何等超奇
32	1.md	论到上帝的意思	论到上帝的义的意思
32	1.md	惟有信才得享永久的生命	惟有信才能得享永久的生命
33	1.md	段首	首页
34	1.md	有些人不在不虔与不义之间	有些人在不虔与不义之间
35	1.md	上帝的确证	有上帝的确证
35	1.md	存並非	存在并非
37	1.md	离开了真上帝	离弃了真上帝
37	1.md	都疯狂地	都在疯狂地
37	1.md	造作上帝的形象	造上帝的形象
37	1.md	他们既犯这种大罪	他们犯这种大罪
37	1.md	降低至兽	降低至走兽
37	1.md	用途	用处
38	1.md	误解	曲解
38	1.md	从事肉体幻想	从肉体幻想
42	2.md	无人能在上帝面前算为公正	无一人能在上帝面前算为公正
44	2.md	人定诸恶为有罪	人定恶为有罪
44	2.md	灵感感动	灵感动
44	2.md	井非没有重要意义	并非没有重要意义
44	2.md	是以心存善意	是心存善意
46	2.md	继续不断地行善的	继续不断地行善说的
46	2.md	只寻求世上其他的事	只知寻求世上其他的事
48	2.md	明文法律的知识	明文律法的知识
50	2.md	圈外	题外
50	2.md	你们的信心得太迟钝了	你们的心信得太迟钝了
50	2.md	应当受敬拜	应当敬拜
50	2.md	异教作家	异教徒作家
50	2.md	彻底明显	彻底显明
52	2.md	广受欢迎	广被欢迎
52	2.md	但假如有人对此说不满意的人	但假如有对此说不满意的人
54	2.md	奸恶	奸淫
54	2.md	把“偷窃庙中之物”的与	把“偷窃庙中之物”与
54	2.md	因为二者	因为此二者
58	2.md	相互对比	互相对比
60	3.md	更不必轻视	更不必言轻视
60	3.md	所说的不如他心中所想的	所说的不如心中所想的
61	3.md	反对对而论	对反而论
61	3.md	不想回	不回想
61	3.md	确定性	确实性
63	3.md	一辩辞	一段辩辞
65	3.md	信仰仰经	信仰经验
67	3.md	描写其残暴	描写极其残暴
67	3.md	抢夺	掠夺
70	3.md	指导	指着
70	3.md	实正当	实属正当
72	3.md	得上荣耀	算得上荣耀
74	3.md	救免	赦免
74	3.md	此没有	此外没有
74	3.md	阳光	面光
76	3.md	既然受死了人在前约之时所犯的罪过	既然受死赎了人在前约之时所犯的罪过
77	3.md	真才显明	真相才显明
77	3.md	就越发光	就越发光明
77	3.md	世人皆因不义而丧失了	世人都因不义而丧失了
79	3.md	本书	本节
80	3.md	此怀疑	此项怀疑
80	3.md	之前的的不同前置词	之前的不同前置词
81	3.md	引领导人来到基督面前	引领人来到基督面前
81	3.md	得到法律正确的义	得到律法正确的义
83	4.md	指导着	指着
85	4.md	上帝称为义	上帝称人为义
91	4.md	国更得荣耀	国更荣耀
92	4.md	激动	惹动
98	4.md	乃是给我们上帝的最大耻辱	乃是我们给上帝的最大耻辱
98	4.md	乃是心以顺服的心来接受	乃是以顺服的心来接受
