14	preface.md	法律	律法
17	preface.md	愿意	顾念
21	1.md	令我们悔罪过的时候	令我们悔罪改过的时候
23	1.md	归于	归诸于
23	1.md	可列于	可被列于
26	1.md	法律	律法
27	1.md	也等同于	也就等于
27	1.md	所指的	所说的
27	1.md	致力	致志
29	1.md	梦幻	幻梦
30	1.md	监督	基督
30	1.md	使	债
30	1.md	服待	服侍
30	1.md	要求	追求
31	1.md	那里	这里
32	1.md	论到上帝的意思	论到上帝的义的意思
35	1.md	存並非	存在并非
36	1.md	书	节
37	1.md	离开了真上帝	离弃了真上帝
37	1.md	都疯狂地	都在疯狂地
37	1.md	降低至兽	降低至走兽
38	1.md	误解	曲解
38	1.md	从事肉体幻想	从肉体幻想
42	2.md	无人能在上帝面前算为公正	无一人能在上帝面前算为公正
44	2.md	灵感感动	灵感动
44	2.md	井非没有重要意义	并非没有重要意义
44	2.md	是以心存善意	是心存善意
46	2.md	继续不断地行善的	继续不断地行善说的
46	2.md	只寻求世上其他的事	只知寻求世上其他的事
48	2.md	明文法律的知识	明文律法的知识
50	2.md	圈外	题外
50	2.md	你们的信心得太迟钝了	你们的心信得太迟钝了
50	2.md	法律	律法
50	2.md	异教作家	异教徒作家
50	2.md	彻底明显	彻底显明
52	2.md	广受欢迎	广被欢迎
52	2.md	但假如有人对此说不满意的人	但假如有对此说不满意的人
53	2.md	主	他
54	2.md	因为二者	因为此二者
54	2.md	法律	律法
57	2.md	法律	律法
58	2.md	相互对比	互相对比
59	3.md	所得到的价值	所得来的价值
59	3.md	解释	解明
60	3.md	交付	交托
60	3.md	更不必轻视	更不必言轻视
61	3.md	不想回	不回想
61	3.md	确定性	确实性
62	3.md	罚	判断
65	3.md	信仰仰经	信仰经验
65	3.md	那里	这里
67	3.md	真实	确实
67	3.md	描写其残暴	描写极其残暴
67	3.md	抢夺	掠夺
69	3.md	法律	律法
70	3.md	指导	指着
70	3.md	实正当	实属正当
72	3.md	法律	律法
74	3.md	救免	赦免
74	3.md	此没有	此外没有
74	3.md	阳光	面光
76	3.md	既然受死了人在前约之时所犯的罪过	既然受死赎了人在前约之时所犯的罪过
77	3.md	真才显明	真相才显明
77	3.md	口头	日头
77	3.md	世人皆因不义而丧失了	世人都因不义而丧失了
78	3.md	结束	结果
79	3.md	本书	本节
79	3.md	法律	律法
80	3.md	此怀疑	此项怀疑
83	4.md	指导着	指着
84	4.md	圣经	本节
85	4.md	上帝称为义	上帝称人为义
87	4.md	法律	律法
91	4.md	丰盛	丰满
96	4.md	当作	解作
98	4.md	乃是给我们上帝的最大耻辱	乃是我们给上帝的最大耻辱
98	4.md	乃是心以顺服的心来接受	乃是以顺服的心来接受
98	4.md	所有的人都承认	所有的人既都承认
99	4.md	传递给我们的的时候	传递给我们的时候
100	4.md	得称为义为吗	得称为义吗
101	4.md	显得	显示得
103	5.md	和祂	和睦
103	5.md	面对见面	面对面见
105	5.md	忠难生忍耐	患难生忍耐
105	5.md	应当当时记得	应当时常记得
111	5.md	法律	律法
112	5.md	保罗乃是以上亚当和基督作一对比	保罗乃是以亚当和基督作一对比
114	5.md	再述	再复述
114	5.md	乃是叫人宣扬	乃是要人宣扬
114	5.md	确实	确据
115	5.md	功用	功能
116	5.md	法律	律法
117	5.md	乃是指出人类对罪的知识	乃是指人类对罪的知识
117	5.md	人类轻视律法者的权威	人类轻视赐律者的权威
121	6.md	仍会	仍应
123	6.md	挥	罪
124	6.md	有所分	有分
125	6.md	借着天上来奥妙力量	借着天上来的奥妙力量
129	6.md	不安	不平安
131	6.md	法律	律法
131	6.md	相待	相符
135	6.md	因为我们所得的恩赐	因我们所得的恩赐
136	7.md	时间	期限
136	7.md	肯要定	要肯定
138	7.md	严法	律法
138	7.md	基督使	基督徒
142	7.md	以前提为出发点	以一般的前提为出发点
143	7.md	乃是指挥律法虽然	乃是指律法虽然
145	7.md	法律	律法
146	7.md	法律	律法
146	7.md	法律是属灵的	律法是属灵的
146	7.md	某一定程度	某一程度
146	7.md	服从从	服从罪
147	7.md	才会此种冲突	才会有此种冲突
147	7.md	他们也在享乐时	他们在享乐时
147	7.md	认识善与判别是非之心	认识善恶与判别是非之心
148	7.md	以外自己	以自己
148	7.md	法律	律法
149	7.md	法律	律法
149	7.md	在他的里面的肉体残余部分	在他里面的肉体残余部分
151	7.md	就当时准备随从圣灵的引导	就当随时准备随从圣灵的引导
151	7.md	赞同法律	赞同律法
153	7.md	是指出未曾重生的人	是指未曾重生的人
153	7.md	分辨我们自己本性的败坏	分辨他们自己本性的败坏
153	7.md	似乎是美好的	似乎是最美好的
157	8.md	我认为为此处用的	我认为此处用的
158	8.md	法律	律法
159	8.md	此处	本处
159	8.md	但我觉这里的意义	但我觉得这里的意义
160	8.md	法律	律法
161	8.md	圣重生	圣灵重生
162	8.md	不动摇不变的真理	不动摇不改变的真理
165	8.md	天	灵
166	8.md	贬损	减损
166	8.md	基督是借着	基督确是借着
168	8.md	恐怕	惧怕
170	8.md	同灵证	灵同证
171	8.md	疑惧	犹疑
171	8.md	他们自己	他自己
174	8.md	但不仅如此	不但如此
174	8.md	或说到今天	或说直到今天
174	8.md	尊荣	尊严
174	8.md	热切的意愿	热切的愿望
175	8.md	证此	证实此
178	8.md	被上帝所见的事实	被上帝听见的事实
182	8.md	刑罚	责罚
183	8.md	就有一切	就有了一切
185	8.md	可得	可靠
186	8.md	以致上帝来垂听	以致使上帝来垂听
187	8.md	因苦	困苦
187	8.md	他的妻子	他妻子
187	8.md	他的女儿	他女儿
190	9.md	法律	律法
197	9.md	前言	预言
198	9.md	为首	开首
199	9.md	乃在乎乎人的主	乃在乎召人的主
199	9.md	从这句中	从这句话中
200	9.md	忠恩	忘恩
202	9.md	默然	默想
202	9.md	蒙拣的	蒙拣选的
203	9.md	我若一定定向某人	我若一次定意向某人
204	9.md	指导奋斗努力	指奋斗努力
205	9.md	预遭	霸道
205	9.md	早已已有方法	早已有方法
205	9.md	计画	预计
205	9.md	明显地	明明地
205	9.md	由此他安排的	由他安排的
206	9.md	口吻	口气
207	9.md	看来似乎是有的其他的论点	看来似乎是有其他的论点
208	9.md	眼睛	脆弱
210	9.md	命运已经定好了	命运已经先定好了
213	9.md	说明	说
214	9.md	乃是指出人被仇人屠杀	乃是指人被仇人屠杀
215	9.md	法律的义	律法的义
215	9.md	乃是高举	乃是要高举
216	9.md	上帝帝国	上帝国
219	10.md	法律的总结就是基督	律法的总结就是基督
219	10.md	追求法律的义	追求律法的义
219	10.md	为法律的假教师	为律法的假教师
219	10.md	因为法律乃是上帝赐下来	因为律法乃是上帝赐下来
219	10.md	一切法律的教训	一切律法的教训
219	10.md	大大地滥用法律	大大地滥用了律法
219	10.md	不行在上帝的道中	不行在上帝的道路中
221	10.md	考察	要考虑
221	10.md	法律	律法
222	10.md	推送	推荐
224	10.md	乃是从事摩西的话而来的	乃是从摩西的话而来的
224	10.md	全是从上帝的恩惠	全是出于上帝的恩惠
224	10.md	以外部代表整体	以局部代表整体
227	10.md	女儿	儿女
228	10.md	盲目信心	盲目的信心
229	10.md	比喻	换喻法
231	10.md	诗人是在说话	诗人在说话
233	10.md	从事新的创造	从新的创造
234	10.md	表示希伯来文一个字的观念	表示希伯来文中一个字的观念
236	11.md	此主题	以上问题
236	11.md	一般选	一般特选
237	11.md	在内之地	在地
240	11.md	有人的人以为	有的人以为
240	11.md	行义	义行
241	11.md	是因为	是因
242	11.md	标	极
242	11.md	以外他们	以他们
246	11.md	法律	律法
247	11.md	真实性	确实性
250	11.md	在某一种程度来讲	在某一程度来讲
260	12.md	保罗在此的话	保罗在此所说的话
261	12.md	礼祭	祭礼
262	12.md	完全是与上帝的隔绝的	完全是与上帝的义隔绝的
262	12.md	世界想要要求得全德	世界想要求得全德
263	12.md	标明	指明
263	12.md	讲过	说过
265	12.md	全体	全身体
266	12.md	指导宗信仰	指宗教信仰
267	12.md	勉励	勤勉
271	12.md	都被定罪	都当被定罪
275	12.md	若是如果我们	若是我们
278	13.md	极易实行	很易于实行
281	13.md	没有什么理由的	没有理由的
281	13.md	我们也都必须加上	我们也必须加上
283	13.md	叫我们要如同同行在白昼的光中	叫我们要如同行在白昼的光中
284	13.md	自已	自己
286	14.md	这对话对两方面来讲	这话对两方面来讲
289	14.md	却是讨论人所应当行事的	却是讨论人所应当行的事
290	14.md	总是主人的	总是主的人
295	14.md	件	样
297	14.md	耍	要
301	15.md	功慰	劝慰
301	15.md	我个人的讨论	个人本分的讨论
302	15.md	指示	指使
304	15.md	本节经文中有二度得以证实	本节经文中二度得以证实
305	15.md	乃是前面经节所说的	乃是指前面经节所说的
305	15.md	这里所说的信	这里所说的因信
306	15.md	外使	使徒
307	15.md	其	他
309	15.md	一般都是	一般人都是
309	15.md	此处特别提到	此要特别提到
310	15.md	以利古	以利哩古
312	15.md	乃是信徒们	乃是以信徒们
312	15.md	帮助	帮补
312	15.md	乃是只指犹太人	乃是指犹太人
314	15.md	收纳	悦纳
317	16.md	初的果子	初结的果子
323	16.md	明澈清楚	明澄清楚
10	preface.md	著者本意	著者的本意
12	preface.md	上帝的	上帝的话
12	preface.md	你的交道	你我的交谊
14	preface.md	反过来	反过来说
16	preface.md	睛	瞎
17	preface.md	顽梗化	顽梗不化
27	1.md	祈祷	祈求
29	1.md	分	本分
32	1.md	惟有信才得享永久的生命	惟有信才能得享永久的生命
34	1.md	有些人不在不虔与不义之间	有些人在不虔与不义之间
35	1.md	上帝的确证	有上帝的确证
36	1.md	为平等	列为平等
40	1.md	惜	借
53	2.md	充足足	充充足足
54	2.md	奸恶	奸淫
61	3.md	反对对而论	对反而论
63	3.md	里	虽
63	3.md	一辩辞	一段辩辞
70	3.md	我们	他们
72	3.md	得上荣耀	算得上荣耀
75	3.md	说	诡
77	3.md	就越发光	就越发光明
78	3.md	这里所信信的律法	这里所说的律法
80	3.md	之前的的不同前置词	之前的不同前置词
81	3.md	得到法律正确的义	得到律法正确的义
90	4.md	意思是说	这意思是说
92	4.md	激动	惹动
103	5.md	进	进入
104	5.md	乃是可叹羡的高峰为目标	乃是以可叹羡的高峰为目标
114	5.md	决定	要决定
114	5.md	我们就是都是失丧的人	我们就都是失丧的人
121	6.md	基督	基督徒
123	6.md	分有	有分
123	6.md	要使我们看到	为要使我们看到
124	6.md	效果	果效
125	6.md	萎缩	畏缩
126	6.md	伊拉谟斯	伊拉斯谟
131	6.md	威惧恐	威吓恐惧
131	6.md	伊拉拉斯谟	伊拉斯谟
132	6.md	述	叙述
143	7.md	受到了律法的熏陶	已受到了律法的熏陶
150	7.md	法	铭
163	8.md	者	着
165	8.md	提	提醒
170	8.md	谎说	臆说
171	8.md	现在的苦楚	以现在的苦楚
173	8.md	无章	无辜
178	8.md	不但因为圣灵激励自己	不但是因为圣灵谦卑自己
178	8.md	地位向上帝祈求	地位上向上帝祈求
178	8.md	使我很安慰的事实	使我得安慰的事实
205	9.md	命定你	我命定你
205	9.md	從开始	从他一开始
207	9.md	接受他们的噩运	来接受他们的噩运
207	9.md	论辩的人也是如此	论辩派的人也是如此
207	9.md	只要有了上帝的旨意	因只要有了上帝的旨意
212	9.md	份	有份
213	9.md	说	话
216	9.md	思	切
217	9.md	要作为敬虔者的安慰	为要作为敬虔者的安慰
219	10.md	耍除上帝的轭	要除掉上帝的轭
220	10.md	敬畏	敬虔
222	10.md	来	要
224	10.md	对于神有坚固的基础	对于救恩有坚固的基础
224	10.md	但使使用到	但使徒使用到
224	10.md	乃是有的用意	乃是另有用意
228	10.md	福	祝福
228	10.md	认	认为
243	11.md	难逃伤痛的光景	难逃过伤痛的光景
252	11.md	乃是指标极大多数的人	乃是指极大多数的人
262	12.md	但在此乃是指标的人的性格与动作	但在此乃是指人的性格与动作
265	12.md	地	地位
273	12.md	许诺	嘉许
281	13.md	凡邻舍含有如爱自己的人	凡爱邻舍有如爱自己的人
283	13.md	他在此处提到三种邪恶的行为	他在此提到三种邪恶的行为
284	13.md	交通	有交通
284	13.md	去	以
287	14.md	上帝的旨意	圣经的语气把上帝的旨意
295	14.md	大兴旺	大大兴旺
296	14.md	随	睦
300	15.md	乃是使读者	乃是要使读者
302	15.md	心都合起来称颂上帝	心都合一起来称颂上帝
314	15.md	伊拉拉斯	伊拉斯谟
314	15.md	愿	按
314	15.md	捐款	捐项
321	16.md	凡上帝所所行的事	凡上帝所做所行的事
323	16.md	预言这事的时候	预言这些事的时候
